QuestionText,CognitiveLevel,Category,Intent
ما الذي حدث للطاقم على متن الطائرة خلال اختبار المقابس؟,معرفة,العلوم,معلوماتي
ما نوع الغلاف الجوي الذي ساعد في إشعال الحريق في جميع أنحاء المقصورة؟,معرفة,العلوم,معلوماتي
ما الذي استوجب القيام بالمعاهدات الأساسية التي انتهت بتشكيل الاتحاد الأوروبي؟,معرفة,السياسة والقانون,معلوماتي
ما هو أكثر ما تستَعمَل فيه الأراضي التي أزيلت الغابات منها في منطقة الأمازون؟,معرفة,الجغرافيا,معلوماتي
ما الذي أدى إليه تمهيد تلك الطرقات في الغابة المطرية الأمازونية؟,معرفة,الجغرافيا,معلوماتي
ما الذي يخشى أخصائيو البيئة من فقدانه في غابة الأمازون؟,معرفة,الجغرافيا,معلوماتي
ما الذي يمكن جمعه مع البيانات الجيوفيزيائية لتحقيق رؤية أفضل للطبقات السفلية؟,معرفة,العلوم,معلوماتي
ما هي الفكرة الرئيسية لأطروحة جيمس هوتون؟,معرفة,التاريخ,معلوماتي
ما أنواع المسؤوليات التي قد يتحملها فني الصيدلة؟,معرفة,الصحة,معلوماتي
ما التطورات التي أثر فيها العلماء على إنشاء علم الصيدلة في الإسلام في العصور الوسطى؟,معرفة,التاريخ,معلوماتي
ما هي المسؤوليات الجديدة التي يتعامل معها فنيو الصيدلة الآن؟,معرفة,الصحة,معلوماتي
ما هي الممارسات التي تقوم بها بعض الصيدليات المجتمعية؟,معرفة,الصحة,معلوماتي
ما هو الشيء الذي يُمنع الصيادلة من فعله؟,معرفة,الصحة,معلوماتي
ما الذي يمكن أن ينجم عن اضطرابات الجهاز المناعي؟,معرفة,الصحة,معلوماتي
ما الذي يميز الدراسة في الخارج؟,معرفة,التعليم,معلوماتي
ما هو هدف العصيان المدني الفردي؟,معرفة,السياسة والقانون,معلوماتي
ما هي فوائد ممارسة الرياضة بانتظام؟,فهم,الصحة,معلوماتي
ما هو تأثير التكنولوجيا على الحياة اليومية؟,فهم,التكنولوجيا,معلوماتي
ما هي أهمية القراءة للأطفال؟,فهم,التعليم,معلوماتي
ما هي أساليب التدريس الفعالة؟,فهم,التعليم,معلوماتي
ما هي أضرار التدخين على الصحة؟,فهم,الصحة,معلوماتي
ما هي فوائد تناول الأطعمة الصحية؟,فهم,الصحة,معلوماتي
ما هو دور الإعلام في تشكيل الرأي العام؟,فهم,الثقافة,معلوماتي
ما هي أسباب البطالة؟,فهم,الاقتصاد والعمل,معلوماتي
ما هي أهمية التعليم العالي؟,فهم,التعليم,معلوماتي
ما هو تأثير الفنون على المجتمع؟,فهم,الثقافة,معلوماتي
ما هي العوامل المؤثرة في النمو الاقتصادي؟,فهم,الاقتصاد والعمل,معلوماتي
ما هو دور الأسرة في تنشئة الأطفال؟,فهم,الثقافة,معلوماتي
ما هي أهمية المشاركة السياسية؟,فهم,السياسة والقانون,معلوماتي
ما هي فوائد ممارسة الرياضة بانتظام؟,معرفة,الصحة,معلوماتي
ما هو تأثير التكنولوجيا على الحياة اليومية؟,فهم,التكنولوجيا,معلوماتي
ما هي أهمية القراءة للأطفال؟,فهم,التعليم,معلوماتي
ما هي أساليب التدريس الفعالة؟,فهم,التعليم,معلوماتي
ما هي أضرار التدخين على الصحة؟,فهم,الصحة,معلوماتي
ما هي فوائد تناول الأطعمة الصحية؟,فهم,الصحة,معلوماتي
ما هو دور الإعلام في تشكيل الرأي العام؟,فهم,الثقافة,معلوماتي
ما هي أسباب البطالة؟,فهم,الاقتصاد والعمل,معلوماتي
ما هي أهمية التعليم العالي؟,فهم,التعليم,معلوماتي
ما هو تأثير الفنون على المجتمع؟,فهم,الثقافة,معلوماتي
ما هي العوامل المؤثرة في النمو الاقتصادي؟,فهم,الاقتصاد والعمل,معلوماتي
ما هو دور الأسرة في تنشئة الأطفال؟,فهم,الثقافة,معلوماتي
ما هي أهمية المشاركة السياسية؟,فهم,السياسة والقانون,معلوماتي
ما هي فوائد استخدام الطاقة المتجددة؟,فهم,البيئة والطاقة,معلوماتي
ما هي العوامل الثقافية التي أثرت في التاريخ الإسلامي؟,معرفة,التاريخ,معلوماتي
ما هي العوامل الاقتصادية التي أثرت في التاريخ الإسلامي؟,فهم,التاريخ,معلوماتي
ما الذي قاله أبو بكر للناس بعد وفاة الرسول؟,معرفة,التاريخ,معلوماتي
ما هي وصية الرسول ﷺ التي نفذها أبو بكر؟,معرفة,التاريخ,معلوماتي
ما هو نصيب المسلمين من الأراضي المفتوحة في عهد عمر؟,معرفة,التاريخ,معلوماتي
ما هو نصيب المسلمين من الأراضي المفتوحة في عهد عمر؟,معرفة,التاريخ,معلوماتي
ما هو الإنجاز المعماري الذي أنشأه عبد الملك بن مروان في القدس؟,معرفة,التاريخ,معلوماتي
ما هي الحضارة التي أسسها الأمويون في الأندلس؟,معرفة,التاريخ,معلوماتي
ما هي الأثر الثقافي للفاطميين في مصر؟,معرفة,التاريخ,معلوماتي
ما هو لقب محمد الثاني بعد فتح القسطنطينية؟,معرفة,التاريخ,معلوماتي
ما هو مصير الأقاليم والدول الإسلامية بعد سقوط الدولة العثمانية؟,معرفة,التاريخ,معلوماتي
ما هو الوضع الحالي للقب الخلافة الإسلامية؟,فهم,التاريخ,معلوماتي
ما هو مصير الدول الإسلامية بعد الاستقلال من الاحتلال الأوروبي؟,معرفة,السياسة والقانون,معلوماتي
ما هو أول عمل يقوم به الحاج عند بدء مناسك الحج؟,معرفة,الدين,معلوماتي
ما هي المناسك التي يؤديها الحاج يوم التروية؟,معرفة,الدين,معلوماتي
ما هي واجبات الحج المتعلقة بمزدلفة؟,فهم,الدين,معلوماتي
"إذا تم ضرب عددين صحيحين وإخراج قيمة، فماذا تسمى مجموعة التعبير هذه؟",معرفة,العلوم,معلوماتي
بماذا يتم التعبير عن الزمن اللازم لإخراج إجابة على آلة تورينغ الحتمية؟,معرفة,التكنولوجيا,معلوماتي
ماذا تسمى العملية التي يتم من خلالها تجنب نظام المناعة التكيفي من خلال تغيير الحلقات غير الضرورية؟,معرفة,العلوم,معلوماتي
ماذا تسمى المحاولة النشطة للإطاحة بنظام حكومي أو ديني؟,معرفة,السياسة والقانون,معلوماتي
ماذا تسمى عملية بناء المباني أو البنى التحتية؟,معرفة,التكنولوجيا,معلوماتي
ماذا تسمى المدارس الثانوية الخاصة في ألمانيا؟,معرفة,التعليم,معلوماتي
ماذا يحتوي شراب التكيلا؟,معرفة,الثقافة,معلوماتي
ماذا سمى المؤتمر العام للأوزان والمقاييس على شرف تسلا عام 1960؟,معرفة,التكنولوجيا,معلوماتي
"عاش في 973–1048 م وكان من أوائل علماء الجيولوجيا الفارسيين، فماذا كان اسمه؟",معرفة,التاريخ,معلوماتي
"استنتج شخص في الصين أن الأرض تشكلت بسبب تآكل الجبال وترسب الطمي، فماذا كان اسمه؟",معرفة,التاريخ,معلوماتي
"اقترح هذا الشخص تفسيراتٍ لأصول الزلازل وتكوّن الجبال، فماذا كان اسمه؟",معرفة,التاريخ,معلوماتي
بماذا تشتهر كاليفورنيا أيضاً على خلاف استعمالها للسيارات؟,معرفة,الثقافة,معلوماتي
من ماذا تصنع الشوكولاتة البيضاء؟,معرفة,العلوم,معلوماتي
ماذا يحتوي الحليب؟,معرفة,العلوم,معلوماتي
ماذا يشمل الإحسان؟,معرفة,الثقافة,معلوماتي
بماذا تعنى الصيدلة الاستشارية أساسًا؟,معرفة,الصحة,معلوماتي
ماذا يشكل القطاع الزراعي في المنظومة الاقتصادية للمجتمعات الريفية؟,فهم,السياسة والقانون,معلوماتي
ماذا يشمل التاريخ الإسلامي من إمارات وسلطنات ودول؟,معرفة,التاريخ,معلوماتي
ماذا تدرسُ في الجامعة؟,معرفة,التعليم,معلوماتي
ماذا تفعلُ في وقتِ فراغِك؟,معرفة,الثقافة,معلوماتي
ماذا تقرأُ حاليًا؟,معرفة,الثقافة,معلوماتي
ماذا تشاهدُ على التلفاز؟,معرفة,الترفيه,معلوماتي
ماذا تحبُّ في مدينتِك؟,فهم,الثقافة,معلوماتي
ماذا تعرفُ عن تاريخِ بلدِك؟,معرفة,الثقافة,معلوماتي
ماذا تفعلُ لتُحافظَ على صحتِك؟,فهم,الصحة,معلوماتي
ماذا تدرسُ في الأدبِ العربي؟,معرفة,التعليم,معلوماتي
ماذا تفعلُ في العطلات؟,فهم,الثقافة,معلوماتي
ماذا تُحبُّ في الموسيقى؟,فهم,الثقافة,معلوماتي
ماذا تفعلُ للحفاظِ على البيئة؟,معرفة,الثقافة,معلوماتي
ماذا تفعلُ في نهايةِ الأسبوع؟,فهم,الثقافة,معلوماتي
ماذا تقرأُ في الصحف؟,فهم,الثقافة,معلوماتي
ماذا تفعلُ عندما تشعرُ بالحزن؟,فهم,الثقافة,معلوماتي
ماذا تفعلُ لتحسينِ نفسِك؟,فهم,الثقافة,معلوماتي
ماذا تقرأُ من كتب؟,فهم,الثقافة,معلوماتي
ماذا تفعلُ لتسترخي؟,معرفة,الثقافة,معلوماتي
ماذا تفعلُ لتحافظَ على اللياقةِ البدنية؟,معرفة,الرياضة,معلوماتي
ماذا تفعلُ في أوقاتِ الفراغ؟,فهم,الثقافة,معلوماتي
ماذا تُحبُّ في الطبيعة؟,فهم,الثقافة,معلوماتي
ماذا تفعلُ عند مواجهةِ مشكلة؟,فهم,الثقافة,معلوماتي
ماذا تفعلُ للحفاظِ على البيئة؟,فهم,الثقافة,معلوماتي
ماذا تُحبُّ في الأدب؟,فهم,الثقافة,معلوماتي
ماذا تفعلُ لتحسينِ صحتِك؟,فهم,الصحة,معلوماتي
متى يحدث كسوف الشمس؟,معرفة,العلوم,معلوماتي
متى بدأ تصنيف الأعراق؟,معرفة,التاريخ,معلوماتي
متى يبدأ توقيت الصيف؟,معرفة,الجغرافيا,معلوماتي
متى بدأ الإنترنت؟,معرفة,التكنولوجيا,معلوماتي
متى ظهر المسرح؟,معرفة,الثقافة,معلوماتي
متى تستخدم الفاصلة المنقوطة؟,معرفة,الثقافة,معلوماتي
متى بدأ الناس من جديد في إظهار الاهتمام بتسلا؟,معرفة,التاريخ,معلوماتي
ممَّ تستمدُّ الإلهامَ؟,فهم,الثقافة,معلوماتي
ممَّ تعتمدُ في قراراتِك؟,معرفة,الثقافة,معلوماتي
ممَّ تشتري احتياجاتِك؟,فهم,الثقافة,معلوماتي
ممَّ تقرأُ كتبَك؟,فهم,الثقافة,معلوماتي
ممَّ تستمتعُ في وقتِ فراغِك؟,معرفة,الثقافة,معلوماتي
ممَّ تستمدُّ القوةَ؟,فهم,الصحة,معلوماتي
ممَّ تعتمدُ في دراستِك؟,معرفة,التعليم,معلوماتي
ممَّ تتعلمُ الأشياءَ الجديدة؟,معرفة,التعليم,معلوماتي
ممَّ تكتسبُ المعرفة؟,فهم,التعليم,معلوماتي
ممَّ تستمدُّ الراحةَ النفسية؟,فهم,الصحة,معلوماتي
ممَّ تعتمدُ في تنظيمِ وقتِك؟,فهم,الثقافة,معلوماتي
ممَّ تقتني ملابسَك؟,فهم,الثقافة,معلوماتي
ممَّ تستمتعُ بالقراءة؟,فهم,الثقافة,معلوماتي
ممَّ تشتري الطعام؟,فهم,الثقافة,معلوماتي
ممَّ تستمدُّ الراحةَ؟,فهم,الصحة,معلوماتي
ممَّ تعتمدُ في تحسينِ نفسِك؟,فهم,التعليم,معلوماتي
ممَّ تكتسبُ الخبرة؟,فهم,التعليم,معلوماتي
ممَّ تستمدُّ السعادة؟,فهم,الثقافة,معلوماتي
ممَّ تشتري الهدايا؟,فهم,الثقافة,معلوماتي
ممَّ تعتمدُ في تطويرِ نفسِك؟,فهم,التعليم,معلوماتي
ممَّ تستمتعُ بالموسيقى؟,فهم,الثقافة,معلوماتي
ممَّ تشتري الكتب؟,فهم,الثقافة,معلوماتي
ممَّ تعتمدُ في حفظِ المعلومات؟,فهم,التعليم,معلوماتي
ممَّ تستمدُّ الفرحَ؟,فهم,الثقافة,معلوماتي
ممَّ تكتسبُ الثقةَ؟,فهم,الثقافة,معلوماتي
ممَّ تعتمدُ في تحسينِ علاقاتِك؟,فهم,الثقافة,معلوماتي
ممَّ تستمتعُ بالسفر؟,فهم,الترفيه,معلوماتي
ممَّ تشتري الأدوات؟,فهم,الثقافة,معلوماتي
ممَّ تستمدُّ الإبداعَ؟,فهم,الثقافة,معلوماتي
ممَّ تعتمدُ في تحسينِ صحتِك؟,فهم,الصحة,معلوماتي
ممَّ تكتسبُ الطاقةَ؟,فهم,الصحة,معلوماتي
ممَّ تستمتعُ بالطبيعة؟,فهم,الترفيه,معلوماتي
ممَّ تشتري الملابس؟,فهم,الثقافة,معلوماتي
ممَّ تعتمدُ في تنظيمِ حياتِك؟,فهم,الثقافة,معلوماتي
ممَّ تستمدُّ القوةَ النفسية؟,فهم,الصحة,معلوماتي
ممَّ تكتسبُ المهاراتَ؟,فهم,التعليم,معلوماتي
ممَّ تستمتعُ بالقراءة؟,فهم,الثقافة,معلوماتي
ممَّ تشتري الأجهزةَ؟,فهم,الثقافة,معلوماتي
ممَّ تستمدُّ الحماسَ؟,فهم,الثقافة,معلوماتي
ممَّ تعتمدُ في تحسينِ نفسِك؟,فهم,التعليم,معلوماتي
ممَّ تكتسبُ الحكمة؟,فهم,الثقافة,معلوماتي
ممَّ تستمتعُ بالأفلام؟,فهم,الترفيه,معلوماتي
ممَّ تشتري الأدواتَ المكتبية؟,فهم,الثقافة,معلوماتي
ممَّ تستمدُّ الراحةَ النفسية؟,فهم,الصحة,معلوماتي
ممَّ تعتمدُ في تنظيمِ وقتِك؟,فهم,الثقافة,معلوماتي
ممَّ تكتسبُ الخبرة؟,فهم,التعليم,معلوماتي
ممَّ تستمتعُ بالموسيقى؟,فهم,الثقافة,معلوماتي
ممَّ تشتري الطعام؟,فهم,الثقافة,معلوماتي
ممَّ تستمدُّ السعادةَ؟,فهم,الثقافة,معلوماتي
ممَّ تعتمدُ في تحسينِ نفسِك؟,فهم,التعليم,معلوماتي
ممَ تُستمد الطاقة في الخلايا؟,معرفة,العلوم,معلوماتي
ممَ يتكون الماء؟,معرفة,العلوم,معلوماتي
ممَ يُصنع الزجاج؟,معرفة,التكنولوجيا,معلوماتي
ممَ تُستخرج الطاقة الشمسية؟,معرفة,التكنولوجيا,معلوماتي
ممَ تتكون الخلايا؟,معرفة,العلوم,معلوماتي
ممَ تُصنع النقود؟,معرفة,الاقتصاد والعمل,معلوماتي
ممَ يُستخرج البترول؟,معرفة,العلوم,معلوماتي
ممَ تتكون النباتات؟,معرفة,العلوم,معلوماتي
ممَ تُصنع الملابس؟,معرفة,التكنولوجيا,معلوماتي
ممَ يُستخرج الفحم؟,معرفة,العلوم,معلوماتي
ممَ تتكون البروتينات؟,معرفة,العلوم,معلوماتي
ممَ يُصنع الورق؟,معرفة,التكنولوجيا,معلوماتي
ممَ تُستخرج المعادن؟,معرفة,العلوم,معلوماتي
ممَ تتكون الصخور؟,معرفة,العلوم,معلوماتي
ممَ يُصنع الصابون؟,معرفة,التكنولوجيا,معلوماتي
ممَ تُستخرج الأدوية؟,معرفة,الصحة,معلوماتي
ممَ تتكون الذرات؟,معرفة,العلوم,معلوماتي
ممَ يُصنع البلاستيك؟,معرفة,التكنولوجيا,معلوماتي
ممَ تُستخرج الفيتامينات؟,معرفة,الصحة,معلوماتي
ممَ تتكون الأنهار؟,معرفة,العلوم,معلوماتي
ممَ يُصنع الزجاج؟,معرفة,التكنولوجيا,معلوماتي
ممَ تُستخرج الغازات النبيلة؟,معرفة,العلوم,معلوماتي
ممَ تتكون الجبال؟,معرفة,العلوم,معلوماتي
ممَ يُصنع القماش؟,معرفة,التكنولوجيا,معلوماتي
ممَ تُستخرج المعادن الثقيلة؟,معرفة,العلوم,معلوماتي
ممَ تتكون البحيرات؟,معرفة,العلوم,معلوماتي
ممَ يُصنع الحديد؟,معرفة,التكنولوجيا,معلوماتي
ممَ تُستخرج الزيوت النباتية؟,معرفة,العلوم,معلوماتي
ممَ تتكون الشلالات؟,معرفة,العلوم,معلوماتي
ممَ يُصنع الطوب؟,معرفة,التكنولوجيا,معلوماتي
ممَ تُستخرج الألياف الطبيعية؟,معرفة,التكنولوجيا,معلوماتي
ممَ تتكون السحب؟,معرفة,العلوم,معلوماتي
ممَ يُصنع الذهب؟,معرفة,التكنولوجيا,معلوماتي
ممَ تُستخرج الأملاح المعدنية؟,معرفة,العلوم,معلوماتي
ممَ تتكون البحار؟,معرفة,العلوم,معلوماتي
ممَ يُصنع الفولاذ؟,معرفة,التكنولوجيا,معلوماتي
ممَ تُستخرج المواد الكيميائية؟,معرفة,العلوم,معلوماتي
ممَ تتكون التربة؟,معرفة,العلوم,معلوماتي
ممَ يُصنع النحاس؟,معرفة,التكنولوجيا,معلوماتي
ممَ تُستخرج الأصباغ؟,معرفة,التكنولوجيا,معلوماتي
ممَ تتكون الأودية؟,معرفة,العلوم,معلوماتي
ممَ يُصنع الفخار؟,معرفة,التكنولوجيا,معلوماتي
ممَ تُستخرج الأحجار الكريمة؟,معرفة,العلوم,معلوماتي
ممَ تتكون الصحارى؟,معرفة,العلوم,معلوماتي
ممَ يُصنع الألمنيوم؟,معرفة,التكنولوجيا,معلوماتي
ممَ تُستخرج الأحماض الأمينية؟,معرفة,العلوم,معلوماتي
ممَ تتكون الجزر؟,معرفة,العلوم,معلوماتي
ممَ يُصنع الفضة؟,معرفة,التكنولوجيا,معلوماتي
ممَ تُستخرج الزيوت العطرية؟,معرفة,الصحة,معلوماتي
ممَ تتكون السهول؟,معرفة,العلوم,معلوماتي
ممَ يُصنع السيراميك؟,معرفة,التكنولوجيا,معلوماتي
ضد من فُرض الجهاد؟,معرفة,الدين,معلوماتي
من هو إسحاق نيوتن؟,معرفة,العلوم,معلوماتي
من هو المؤسس الرئيسي لتطبيق فيسبوك؟,معرفة,التكنولوجيا,معلوماتي
من اكتشف نبتون الكوكب؟,معرفة,العلوم,معلوماتي
من الذي كتب إيقاع مارينر القديم؟,معرفة,الثقافة,معلوماتي
من الذي رافق الملك لويس السابع من فرنسا في الحملة الصليبية الثانية؟,معرفة,التاريخ,معلوماتي
من اخترع الانترنت؟,معرفة,التكنولوجيا,معلوماتي
من الممثل الذي لعب دمبلدور في هاري بوتر؟,معرفة,الثقافة,معلوماتي
من الذي قام بتاليف النشيد الوطني سنغافورة؟,معرفة,الثقافة,معلوماتي
من فاز بكاس العالم 2010؟,معرفة,الرياضة,معلوماتي
من الذي فاز فيفا كأس العالم 2010؟,معرفة,الرياضة,معلوماتي
من هو المهندس المصمم لتمثال الحرية؟,معرفة,الثقافة,معلوماتي
من اخترع الهيروين الأول؟,معرفة,العلوم,معلوماتي
من سجل الرقم القياسي العالمي للنساء في رياضة الوثب العالي؟,معرفة,الرياضة,معلوماتي
من فاز بكاس العالم 1998؟,معرفة,الرياضة,معلوماتي
من اخترع التلفاز؟,معرفة,التكنولوجيا,معلوماتي
من أين تأتي بذور السمسم؟,معرفة,العلوم,معلوماتي
من هو الرئيس التنفيذي للفيسبوك؟,معرفة,التكنولوجيا,معلوماتي
من كان المستشار الأمني الوطني للرئيس بوش؟,معرفة,السياسة والقانون,معلوماتي
من هو كاتب قصيدة بيوولف؟,معرفة,الثقافة,معلوماتي
من هو الممثل الذي يلعب دور هاري بوتر؟,معرفة,الثقافة,معلوماتي
من أسس النهوض بالتعليم؟,معرفة,التعليم,معلوماتي
من عند وصوله أعطى المستوطنين الفايكينغ الأصليين هوية مشتركة؟,معرفة,التاريخ,معلوماتي
من كان العدو الرئيسي للنورمان في إيطاليا والإمبراطورية البيزنطية وأرمينيا؟,معرفة,التاريخ,معلوماتي
من كان القائد عندما دخل الفرنجة وادي الفرات؟,معرفة,التاريخ,معلوماتي
من الذي انضم إليه النورمان في الأناضول؟,معرفة,التاريخ,معلوماتي
مع من أقام تسلا شراكة في 1886؟,معرفة,التكنولوجيا,معلوماتي
من صمم أنظمة الإضاءة التي ركبتها تسلا للإنارة الكهربائية والتصنيع؟,معرفة,التكنولوجيا,معلوماتي
من الذي أرسل موجات الراديو لأول مرة عبر المحيط الأطلسي؟,معرفة,التكنولوجيا,معلوماتي
من الذي يضبط شروط المدرّسين بالولايات المتحدة؟,معرفة,التعليم,معلوماتي
من هو الحاكم الألماني الذي دعا الهوغونتيين للهجرة؟,معرفة,التاريخ,معلوماتي
من هو الشاعر الألماني الذي كان من سلالة الهوغونوت؟,معرفة,الثقافة,معلوماتي
من هو الجنرال الألماني والمقاتل الطيار الذي كان من أصل الهوغونوت؟,معرفة,التاريخ,معلوماتي
من كان آخر رئيس وزراء لألمانيا الشرقية؟,معرفة,التاريخ,معلوماتي
من الذي قام بتطوير مؤشر المحرك البخاري الناجح لتشارلز بورتر؟,معرفة,التكنولوجيا,معلوماتي
من هو الباحث الذي استخدم لأول مرة كلمة الأكسجين؟,معرفة,العلوم,معلوماتي
من هو الكيميائي الذي تمكن من صنع ما يكفي من الأوكسجين السائل لاستخدامه في الدراسة؟,معرفة,العلوم,معلوماتي
من أين يرغب العلماء قياس إشعاع الغطاء النباتي؟,معرفة,العلوم,معلوماتي
"من كانوا الطاقم الرئيسي لأبولو 1، الذين أطلقوا عليها الاسم بأنفسهم؟",معرفة,العلوم,معلوماتي
من قام بتجميع بيانات هبوط أبولو 11 الأصلية المتبقية؟,معرفة,العلوم,معلوماتي
من هم الفلاحين الذين تم من أجلهم تمهيد الطرقات وسط الغابة المطرية الأمازونية؟,معرفة,العلوم,معلوماتي
من هما المجموعتان الرئيسيتان الآسيويتان أمريكيتان اللتان تعيشان بالحي الجنوبي الغربي لمدينة فريسنو؟,معرفة,الثقافة,معلوماتي
من الشخص الذي سُميت جادة كيرني تيمنا باسمه؟,معرفة,التاريخ,معلوماتي
من الذي يعتبر أول عالم جيولوجي حديث؟,معرفة,العلوم,معلوماتي
من الذي قاد التوسع الأسرع في تاريخ الإمبراطورية المغولية؟,معرفة,التاريخ,معلوماتي
من الذي أوقف تقدم هولاكو خان عبر الشرق الأوسط؟,معرفة,التاريخ,معلوماتي
من الذي كان له الفضل في الترويج لاستخدام المركبات الكيميائية كأدوية؟,معرفة,العلوم,معلوماتي
من هو مؤلف كتاب لايبر سيرفيتوريس؟,معرفة,الثقافة,معلوماتي
من الذي كتب عن تقطير مياه الشرب من ماء البحر؟,معرفة,العلوم,معلوماتي
من الذي تحدد معظم السلطات القضائية أنه بإمكانه إعطاء الأدوية المجدولة للناس؟,معرفة,الصحة,معلوماتي
لصالح من يكون البناء في موقع محدد؟,معرفة,التعليم,معلوماتي
من هو الأمين العام للأمم المتحدة الذي ارتاد هارفارد؟,معرفة,السياسة والقانون,معلوماتي
من هو الرئيس الكولومبي الذي ارتاد هارفارد؟,معرفة,السياسة والقانون,معلوماتي
من هو الرئيس الكوستاريكي الذي ارتاد هارفارد؟,معرفة,السياسة والقانون,معلوماتي
من هو رئيس الوزراء الفلسطيني الذي تخرج من جامعة هارفارد؟,معرفة,السياسة والقانون,معلوماتي
ما هي المصادر الأساسية لدراسة الفلسفة الرواقية؟,معرفة,الثقافة,معلوماتي
ما هي الفوائد الأساسية لدمج التكنولوجيا الحديثة في التعليم؟,تطبيق,التكنولوجيا,معلوماتي
ما هو تأثير التحول الرقمي على الاقتصاد العالمي؟,تحليل,التكنولوجيا,معلوماتي
ما هي الأدوات التي تساعد في تعزيز الأمن السيبراني للشركات الصغيرة؟,معرفة,التكنولوجيا,معلوماتي
ما هي الخطوات الأساسية لبدء مشروع تقني صغير؟,تطبيق,التكنولوجيا,معلوماتي
ما هي الأدوات التي يستخدمها علماء البيانات لتحليل البيانات الكبيرة؟,معرفة,التكنولوجيا,معلوماتي
ما هي التحديات التي تواجه الشركات عند تطبيق الذكاء الاصطناعي؟,تحليل,التكنولوجيا,معلوماتي
ما هو دور إنترنت الأشياء في تحسين العمليات الصناعية؟,تحليل,التكنولوجيا,معلوماتي
ما هي التقنيات الناشئة التي ستغير مستقبل الرعاية الصحية؟,تحليل,الصحة,معلوماتي
ما هي الأسباب الرئيسية لتغير المناخ؟,معرفة,البيئة والطاقة,معلوماتي
ماذا يجب أن تضع في الاعتبار عند اختيار برامج التدريب؟,تطبيق,التعليم,معلوماتي
فيم يستخدم تحليل البيانات الكبيرة في الطب الحديث؟,تطبيق,الصحة,معلوماتي
"عم يتحدث كتاب ""أصل الأنواع"" لداروين؟",معرفة,العلوم,معلوماتي
عدد الفوائد الصحية لتناول الخضروات بانتظام.,معرفة,الصحة,معلوماتي
رتب الخطوات الأساسية لتطوير تطبيق برمجي ناجح.,تطبيق,التكنولوجيا,معلوماتي
اذكر أسباب تدهور الحياة البحرية.,معرفة,البيئة والطاقة,معلوماتي
اعط أمثلة على التأثيرات الإيجابية للتعليم عن بُعد.,معرفة,التعليم,معلوماتي
عدد الفوائد الصحية لممارسة الرياضة اليومية.,معرفة,الصحة,معلوماتي
رتب الخطوات الأساسية لتطوير استراتيجية تسويقية ناجحة.,تطبيق,الاقتصاد والعمل,معلوماتي
ما هي أهم التحديات التي تواجهها الشركات في التحول الرقمي؟,تحليل,التكنولوجيا,معلوماتي
فيم يستخدم الحاسوب الكمومي؟,معرفة,التكنولوجيا,معلوماتي
اذكر ثلاثة من الفوائد الرئيسية لممارسة الرياضة بانتظام.,معرفة,الصحة,معلوماتي
ما هي العوامل التي تؤثر على سعادة الموظفين في العمل؟,تحليل,الاقتصاد والعمل,معلوماتي
رتب المراحل المختلفة لدورة حياة الفراشة.,معرفة,العلوم,معلوماتي
اذكر ثلاث فوائد لاستخدام الطاقة الشمسية.,معرفة,البيئة والطاقة,معلوماتي
اذكر فوائد إعادة التدوير للمجتمع والبيئة.,معرفة,البيئة والطاقة,معلوماتي
رتب الدول حسب مساحتها من الأكبر إلى الأصغر.,معرفة,الجغرافيا,معلوماتي
اذكر ثلاثة من أهم العوامل التي تؤثر على الاقتصاد العالمي.,معرفة,الاقتصاد والعمل,معلوماتي
ما هي التحديات الرئيسية التي تواجه الرعاية الصحية في المستقبل؟,تحليل,الصحة,معلوماتي
اذكر الفوائد الاقتصادية للتجارة الحرة بين الدول.,معرفة,الاقتصاد والعمل,معلوماتي
ما هي أهمية التعليم المبكر للأطفال؟,تحليل,التعليم,معلوماتي
"عم تدور أحداث رواية ""مئة عام من العزلة""؟",معرفة,الثقافة,معلوماتي
فيم يستخدم البترول بشكل رئيسي؟,معرفة,البيئة والطاقة,معلوماتي
ما هي العناصر الأساسية التي تتكون منها الذرة؟,معرفة,العلوم,معلوماتي
اذكر أهم الأسباب التي تؤدي إلى تآكل التربة.,معرفة,البيئة والطاقة,معلوماتي
رتب مراحل تطور الحاسوب من الأقدم إلى الأحدث.,معرفة,التكنولوجيا,معلوماتي
ما هي العوامل التي تؤثر على النمو الاقتصادي؟,تحليل,الاقتصاد والعمل,معلوماتي
فيم تُستخدم تقنية النانو في الطب؟,تحليل,التكنولوجيا,معلوماتي
"عم تتحدث رواية ""الأبله"" لدستويفسكي؟",معرفة,الثقافة,معلوماتي
ما هي العناصر الغذائية الأساسية التي يحتاجها الجسم؟,معرفة,الصحة,معلوماتي
اذكر ثلاثة من أهم المعالم السياحية في باريس.,معرفة,السفر والسياحة,معلوماتي
"رتب الأحداث التاريخية التالية وفقًا لتسلسلها الزمني: الثورة الفرنسية، الحرب العالمية الأولى، سقوط جدار برلين.",معرفة,التاريخ,معلوماتي
ما هي أسباب التغير المناخي؟,تحليل,البيئة والطاقة,معلوماتي
اذكر فوائد ممارسة التأمل يوميًا.,معرفة,الصحة,معلوماتي
ما هي الخصائص الرئيسية للشبكات الاجتماعية؟,معرفة,التكنولوجيا,معلوماتي
فيم يُستخدم الليزر في الطب الحديث؟,معرفة,الصحة,معلوماتي
ما هي الخطوات الأساسية لتطوير منتج جديد؟,تطبيق,التكنولوجيا,معلوماتي
